scenario,claimed_id,n_broadcasts,single_beacon,lifetime_s,iat_mean,iat_std,iat_cv,beacon_rate,first_seen_s,birth_churn,label
sybil_type3,39,120,0,117.00269,0.9832158823529411,0.1288391893405719,0.1310385558787414,1.025617445205747,2.96531,30,0
sybil_type3,40,119,0,116.00631,0.9831043220338983,0.12928300611566532,0.13150487005102143,1.0258062686417662,3.00969,34,0
sybil_type3,41,117,0,116.00098,1.000008448275862,0.008215277673171754,0.008215208268826036,1.008612168621334,3.05802,34,0
sybil_type3,42,117,0,116.01006000000001,1.000086724137931,0.008599421870690386,0.008598676157913243,1.0085332254806176,3.10994,34,0
sybil_type3,43,119,0,115.98886,0.9829564406779662,0.12924730087681233,0.1314883300298309,1.0259605965607386,3.16314,34,0
sybil_type3,44,117,0,115.99157,0.9999273275862068,0.00854209408204413,0.008542714901756388,1.0086939938824866,3.21543,34,0
sybil_type3,45,120,0,115.99962000000001,0.9747867226890757,0.15689470404218878,0.16095285295779815,1.034486147454621,3.26638,34,0
sybil_type3,46,117,0,116.01095,1.0000943965517242,0.008279289104997013,0.008278507642422146,1.0085254883267485,3.30105,34,0
sybil_type3,47,123,0,116.00529,0.9508630327868851,0.2162054599592986,0.22737813176480515,1.060296474410779,3.36071,34,0
sybil_type3,48,118,0,116.00237,0.991473247863248,0.09235622520843163,0.09315049640267263,1.0172205964412624,3.40563,34,0
sybil_type3,49,122,0,116.00358999999999,0.9587073553719009,0.19918656529245676,0.2077657631146352,1.0516915898895889,3.45341,34,0
sybil_type3,50,117,0,116.00165,1.000014224137931,0.007343279140546261,0.007343174690216615,1.00860634309943,3.50335,34,0
sybil_type3,51,121,0,115.9865,0.9665541666666667,0.17955387312068494,0.18576700542289137,1.0432248580653782,3.5685,34,0
sybil_type3,52,129,0,116.00447,0.906284921875,0.29150070980294135,0.3216435612763585,1.1120261141661179,3.61153,34,0
sybil_type3,53,118,0,116.0063,0.9915068376068376,0.09231938050320167,0.09311018038567384,1.0171861355805676,3.6547,34,0
sybil_type3,54,125,0,116.00506,0.9355246774193549,0.24562195022627817,0.26254994245991076,1.0775392038933473,3.71094,34,0
sybil_type3,55,117,0,115.99455,0.9999530172413793,0.008746590391830868,0.008747001350083954,1.0086680796640877,3.76545,34,0
sybil_type3,56,125,0,115.99512999999999,0.9354445967741936,0.24576193558912793,0.2627220643922884,1.0776314488375505,3.81887,34,0
sybil_type3,57,117,0,115.98075,0.9998340517241379,0.00842339046105466,0.008424788540187408,1.0087880963004636,3.87025,34,0
sybil_type3,58,117,0,115.98803,0.9998968103448277,0.007952064967031283,0.0079528856225563,1.008724779617345,3.91997,34,0
sybil_type3,59,118,0,116.01132999999999,0.991549829059829,0.09246941270193511,0.0932574541307854,1.017142032592851,3.95467,34,0
sybil_type3,60,122,0,114.99837,0.9503997520661156,0.2171950146052164,0.22853016757742903,1.0608846021034908,4.01563,34,0
sybil_type3,61,121,0,115.01083,0.9584235833333334,0.20002965299673195,0.20870693968218323,1.052074835039448,4.05817,34,0
sybil_type3,62,117,0,115.00872,0.9914544827586207,0.09281949418411271,0.09361952141852439,1.0173141653954587,4.10928,34,0
sybil_type3,63,116,0,115.00811999999999,1.0000706086956521,0.008153364446865976,0.008152788789083652,1.008624434518189,4.15788,34,0
sybil_type3,64,117,0,114.99092,0.9913010344827586,0.09274548820125111,0.09355935782881926,1.0174716403695179,4.21108,34,0
sybil_type3,65,120,0,115.00399999999999,0.9664201680672269,0.18039818782737357,0.18666641465912018,1.0434419672359223,4.257,34,0
sybil_type3,66,127,0,114.99723,0.9126764285714287,0.2822376341449191,0.30924172610296613,1.1043744271057658,4.31077,34,0
sybil_type3,67,117,0,115.00751,0.9914440517241381,0.09279896740636201,0.09359980247496874,1.0173248686107543,4.36149,34,0
sybil_type3,68,116,0,115.00512,1.0000445217391305,0.007811134888704597,0.007810787138877196,1.0086507452885576,4.40888,34,0
sybil_type3,69,128,0,114.99584,0.9054790551181102,0.29254868776409326,0.3230871946849542,1.1130837428553937,4.46016,34,0
sybil_type3,70,119,0,114.99217,0.9745099152542372,0.15755115899016817,0.1616721969925417,1.0348530686915465,4.51583,34,0
sybil_type3,73,116,0,114.99886000000001,0.9999900869565218,0.009296568557749801,0.00929666071595168,1.0087056515168933,4.65714,34,0
sybil_type3,74,116,0,115.01651,1.0001435652173913,0.008886385208386824,0.0088851096156933,1.0085508593505401,4.70349,34,0
sybil_type3,75,117,0,114.99022,0.9912949999999999,0.09275672019060088,0.09357125799141616,1.0174778342019,4.76778,34,0
sybil_type3,76,120,0,115.01316,0.9664971428571428,0.18041906732388763,0.18667315124236764,1.0433588643247433,4.80284,34,0
sybil_type3,77,116,0,114.99067,0.9999188695652174,0.008268779181771692,0.008269450085852571,1.0087774947306596,4.86933,34,0
sybil_type3,78,116,0,115.00248,1.0000215652173914,0.008225106590170408,0.008224929217783799,1.0086738999019846,4.90652,34,0
sybil_type3,79,117,0,114.99251000000001,0.9913147413793104,0.09278968767447288,0.09360265090516637,1.0174575718018504,4.96949,34,0
sybil_type3,80,117,0,113.99616,0.9827255172413794,0.13041400101576256,0.13270643605739402,1.026350361275327,5.00984,46,0
sybil_type3,81,115,0,113.99767,0.9999795614035087,0.008847148553455822,0.008847329380451054,1.008792548128396,5.06933,46,0
sybil_type3,82,115,0,114.00229,1.0000200877192982,0.009048435504551882,0.009048253745770498,1.008751666304247,5.11471,46,0
sybil_type3,83,115,0,113.9997,0.9999973684210527,0.008091401224543942,0.008091422517761094,1.0087745844945206,5.1553,46,0
sybil_type3,84,117,0,113.98378,0.9826187931034484,0.13037464789620912,0.13268080033808544,1.0264618351839183,5.22022,46,0
sybil_type3,85,125,0,114.00017000000001,0.9193562096774194,0.27235747975181906,0.29624804497419227,1.0964895929541156,5.25683,46,0
sybil_type3,86,115,0,114.00771999999999,1.0000677192982454,0.007301736039077283,0.007301241604119531,1.0087036211232012,5.30728,46,0
sybil_type3,87,115,0,114.00218,1.0000191228070174,0.007930918351440336,0.007930766692919367,1.008752639642505,5.35082,46,0
sybil_type3,88,115,0,113.99076,0.9999189473684211,0.0077737515349443655,0.007774381669037539,1.0088537000718305,5.41724,46,0
sybil_type3,89,131,0,114.00410000000001,0.8769546153846154,0.3284809261765058,0.37457004092787677,1.1490814804028977,5.4579,46,0
sybil_type3,90,119,0,113.98854,0.9660045762711864,0.18112803397767302,0.18750225250157093,1.0439645950373608,5.51746,46,0
sybil_type3,91,115,0,114.00255,1.0000223684210525,0.008311967097032254,0.00831178117561122,1.008749365694013,5.55745,46,0
sybil_type3,92,28,0,57.9942,2.1479333333333335,5.857578061129208,2.7270762878096186,0.48280690137979315,59.6098,45,0
sybil_type3,93,115,0,113.99715,0.9999750000000001,0.008197970999507375,0.008198175953906222,1.0087971497533053,5.66685,46,0
sybil_type3,94,115,0,114.00235,1.0000206140350878,0.007697312732842421,0.007697154063438481,1.0087511353932617,5.71265,46,0
sybil_type3,95,115,0,113.99928,0.9999936842105263,0.007703888772307124,0.007703937428754044,1.0087783010559366,5.76172,46,0
sybil_type3,96,115,0,113.99398000000001,0.999947192982456,0.008382387708736425,0.008382830381007423,1.0088252028747482,5.80802,46,0
sybil_type3,97,115,0,113.99827,0.9999848245614036,0.008759063599761996,0.008759196524411006,1.0087872386133578,5.86173,46,0
sybil_type3,98,116,0,113.99944,0.9912994782608696,0.09318058391563218,0.09399841920537241,1.0175488581347416,5.91556,46,0
sybil_type3,99,115,0,114.00027999999999,1.0000024561403509,0.008366472937024524,0.008366452387843221,1.0087694521452053,5.96572,46,0
sybil_type3,100,116,0,113.01015,0.9826969565217393,0.13099171917520686,0.13329818343882197,1.0264564731574997,6.00485,49,0
sybil_type3,101,114,0,112.99819000000001,0.9999839823008849,0.00783873099489305,0.00783885655533876,1.0088657172296298,6.05281,49,0
sybil_type3,102,121,0,113.01574,0.9417978333333334,0.23433890310539304,0.24882081356674002,1.0706473275315456,6.10326,49,0
sybil_type3,103,114,0,112.98488,0.9998661946902655,0.008428353676525814,0.00842948158592032,1.008984565014363,6.17012,49,0
sybil_type3,104,121,0,112.99273000000001,0.9416060833333333,0.23434560107277322,0.24887859713392876,1.0708653556737675,6.21627,49,0
sybil_type3,105,114,0,112.99797000000001,0.99998203539823,0.007500427617224372,0.007500562361840253,1.008867681428259,6.26203,49,0
sybil_type3,107,115,0,112.99946,0.9912233333333333,0.09364339703463931,0.09447255112501317,1.0177039784083923,6.35354,49,0
sybil_type3,108,115,0,112.9978,0.9912087719298247,0.09354531064733322,0.09437498264387435,1.0177189290410964,6.4102,49,0
sybil_type3,109,116,0,112.99710999999999,0.9825835652173912,0.13093509134842227,0.13325593464353702,1.0265749274472595,6.45989,49,0
sybil_type3,110,116,0,112.99454999999999,0.982561304347826,0.13094305414466786,0.13326705780621106,1.0265981854877073,6.51345,49,0
sybil_type3,111,116,0,113.00344999999999,0.9826386956521739,0.13094377349289818,0.13325729392937377,1.0265173319929615,6.56355,49,0
sybil_type3,112,123,0,112.98875,0.9261372950819672,0.26140302989713865,0.28225084043721976,1.0886039539334669,6.61425,49,0
sybil_type3,113,114,0,112.98666,0.9998819469026549,0.00804261095042111,0.008043560517653902,1.0089686693986706,6.66934,49,0
sybil_type3,114,114,0,113.01204,1.0001065486725664,0.007657321647548526,0.007656505857012964,1.008742077392816,6.70196,49,0
sybil_type3,115,123,0,113.00579,0.9262769672131148,0.2615009931582843,0.2823140404160768,1.0884398047215103,6.75721,49,0
sybil_type3,116,114,0,113.0054,1.0000477876106195,0.00759254813226325,0.007592185319867433,1.0088013493160504,6.8116,49,0
sybil_type3,117,116,0,112.99235999999999,0.9825422608695651,0.13093368576471023,0.13326010593053972,1.0266180828509115,6.86664,49,0
sybil_type3,118,114,0,112.99629999999999,0.999967256637168,0.00759048219203459,0.007590730738085307,1.0088825917308797,6.9107,49,0
sybil_type3,119,118,0,113.00015,0.965813247863248,0.18186117414928255,0.18829848788223782,1.0442464014428299,6.95785,49,0
sybil_type3,120,113,0,111.99979,0.9999981250000001,0.007723996066439439,0.007724010548959218,1.00893046317319,7.00421,49,0
sybil_type3,122,113,0,112.00296,1.0000264285714286,0.00930808757950663,0.009307841586550413,1.0089019075924421,7.10904,49,0
sybil_type3,123,113,0,112.00042,1.00000375,0.008413233105925426,0.008413201556419588,1.0089247879606165,7.15458,49,0
sybil_type3,124,119,0,112.01113,0.9492468644067796,0.21964836219839926,0.23139224414048062,1.06239442455406,7.20887,49,0
sybil_type3,125,114,0,111.98747,0.9910395575221239,0.0939358858396338,0.09478520320066718,1.0179710283659413,7.26653,49,0
sybil_type3,126,113,0,111.99157,0.9999247321428572,0.007838008124314726,0.007838598118798131,1.0090045170364164,7.32043,49,0
sybil_type3,127,115,0,112.01406999999999,0.9825795614035088,0.13154127132610688,0.13387340475331522,1.026656740532685,7.35393,49,0
sybil_type3,128,109,0,111.00335000000001,1.0278087962962965,0.16549468937836073,0.16101700041361774,0.9819523464832367,8.41465,64,0
sybil_type3,129,113,0,111.99646,0.9999683928571429,0.008833011797631622,0.008833290992721928,1.0089604617860244,7.45654,49,0
sybil_type3,130,114,0,111.99695,0.9911234513274336,0.09394302482285266,0.09478438301205837,1.0178848620431182,7.50405,49,0
sybil_type3,131,113,0,111.99996999999999,0.9999997321428571,0.008918395261220805,0.008918397650077318,1.0089288416773683,7.57003,49,0
sybil_type3,132,114,0,112.0003,0.9911530973451327,0.09396790815471402,0.09480665338827382,1.0178544164613845,7.6127,49,0
sybil_type3,133,121,0,111.99743000000001,0.9333119166666667,0.24937466412774598,0.2671932712681846,1.0803819337640157,7.66057,49,0
sybil_type3,134,113,0,112.00941999999999,1.000084107142857,0.008047143853740685,0.008046467088383788,1.0088437204656537,7.70658,49,0
sybil_type3,135,113,0,112.01319,1.000117767857143,0.008019640478874315,0.008018696134213509,1.0088097660641573,7.75481,49,0
sybil_type3,136,113,0,111.99079,0.9999177678571429,0.008485649725714101,0.008486347576260328,1.0090115446100523,7.81321,49,0
sybil_type3,137,113,0,111.99448000000001,0.9999507142857144,0.007809289650599081,0.007809674555987911,1.008978299644768,7.86352,49,0
sybil_type3,138,113,0,112.0047,1.0000419642857141,0.007141245869605616,0.007140946204898804,1.0088862342383846,7.9113,49,0
sybil_type3,139,116,0,111.99571999999999,0.9738758260869566,0.15935839885361217,0.1636331805194466,1.0357538663084627,7.95828,49,0
sybil_type3,140,112,0,110.98695,0.9998824324324324,0.009024349964483057,0.009025411060107692,1.0091276496921486,8.01805,64,0
sybil_type3,141,112,0,111.00031000000001,1.0000027927927928,0.008103682643124473,0.008103660011281199,1.0090061910637906,8.05169,64,0
sybil_type3,142,121,0,111.00342,0.9250285,0.2633230605727818,0.28466480824405066,1.0900565045653547,8.11358,64,0
sybil_type3,143,112,0,110.98946000000001,0.9999050450450451,0.0077810257636707,0.007781764680785434,1.0091048285125452,8.16854,64,0
sybil_type3,144,114,0,110.99208999999999,0.9822308849557522,0.13210396175255762,0.1344937975133094,1.0271002194841092,8.21791,64,0
sybil_type3,145,119,0,111.00191,0.9406941525423729,0.23628580500743335,0.25118238948210114,1.0720536250232091,8.26809,64,0
sybil_type3,146,112,0,111.01228,1.0001106306306304,0.008757472925150065,0.008756504187569675,1.008897394054063,8.30272,64,0
sybil_type3,147,113,0,110.98765,0.9909611607142857,0.0944109680158436,0.09527211737318957,1.0181312965902063,8.36335,64,0
sybil_type3,149,115,0,111.01465,0.9738127192982458,0.16024454079041683,0.16455375619440782,1.0358993159911778,8.45335,64,0
sybil_type3,150,119,0,110.99922000000001,0.9406713559322033,0.23634250703599557,0.25124875499348087,1.0720796056044357,8.51878,64,0
sybil_type3,151,112,0,110.99904,0.9999913513513513,0.008415308496588966,0.008415381278264886,1.009017735648885,8.56796,64,0
sybil_type3,152,112,0,110.9999,0.9999990990990991,0.008298386421853049,0.008298393897883586,1.0090099180269532,8.6031,64,0
sybil_type3,153,120,0,110.99264,0.9327112605042016,0.2504890972939079,0.2685601728004221,1.0811527683277018,8.65836,64,0
sybil_type3,154,112,0,110.99688,0.999971891891892,0.008752347794519232,0.008752593813372364,1.009037371140522,8.71212,64,0
sybil_type3,155,112,0,111.00922,1.000083063063063,0.008278216045013345,0.00827752848814253,1.0089252045911141,8.75278,64,0
sybil_type3,156,112,0,111.00109,1.0000098198198197,0.007378774890620844,0.007378702433092447,1.0089991008196406,8.81691,64,0
sybil_type3,157,112,0,110.99437,0.9999492792792792,0.007458257496624445,0.007458635804008018,1.0090601892690594,8.86563,64,0
sybil_type3,158,112,0,111.00406,1.0000365765765766,0.007774984429230348,0.007774700057318341,1.0089721042635738,8.90594,64,0
sybil_type3,159,112,0,110.99616,0.9999654054054055,0.008329995272029907,0.008330283454808884,1.0090439164742275,8.95684,64,0
sybil_type3,160,111,0,109.99006,0.9999096363636364,0.0072550730749124884,0.007255728728944904,1.0091821024554402,9.01494,48,0
sybil_type3,161,111,0,110.00247999999999,1.0000225454545455,0.007788300367318281,0.007788124780505048,1.0090681591905928,9.06252,48,0
sybil_type3,162,111,0,109.99489,0.9999535454545454,0.006894947239083887,0.00689526755560397,1.0091377881281576,9.11211,48,0
sybil_type3,163,120,0,109.98986000000001,0.9242845378151261,0.2643100051704246,0.2859617297019973,1.091009662163403,9.16914,48,0
sybil_type3,164,111,0,110.00601999999999,1.0000547272727272,0.008287734059119846,0.008287280518858724,1.0090356873196578,9.20098,48,0
sybil_type3,465,1,1,0.0,0.0,0.0,0.0,0.0,2.0006,30,1
sybil_type3,466,1,1,0.0,0.0,0.0,0.0,0.0,2.1206,30,1
sybil_type3,467,1,1,0.0,0.0,0.0,0.0,0.0,2.5506,30,1
sybil_type3,468,1,1,0.0,0.0,0.0,0.0,0.0,3.2506,34,1
sybil_type3,470,1,1,0.0,0.0,0.0,0.0,0.0,5.0306,46,1
sybil_type3,471,1,1,0.0,0.0,0.0,0.0,0.0,5.1506,46,1
sybil_type3,472,1,1,0.0,0.0,0.0,0.0,0.0,5.5806,46,1
sybil_type3,473,1,1,0.0,0.0,0.0,0.0,0.0,6.2806,49,1
sybil_type3,475,1,1,0.0,0.0,0.0,0.0,0.0,8.0606,64,1
sybil_type3,476,1,1,0.0,0.0,0.0,0.0,0.0,8.1806,64,1
sybil_type3,477,1,1,0.0,0.0,0.0,0.0,0.0,8.6106,64,1
sybil_type3,478,1,1,0.0,0.0,0.0,0.0,0.0,9.3106,48,1
sybil_type3,480,1,1,0.0,0.0,0.0,0.0,0.0,11.0006,42,1
sybil_type3,481,1,1,0.0,0.0,0.0,0.0,0.0,11.1206,42,1
sybil_type3,482,1,1,0.0,0.0,0.0,0.0,0.0,11.5506,42,1
sybil_type3,483,1,1,0.0,0.0,0.0,0.0,0.0,12.2506,46,1
sybil_type3,485,1,1,0.0,0.0,0.0,0.0,0.0,14.0306,44,1
sybil_type3,486,1,1,0.0,0.0,0.0,0.0,0.0,14.1506,44,1
sybil_type3,487,1,1,0.0,0.0,0.0,0.0,0.0,14.5806,44,1
sybil_type3,488,1,1,0.0,0.0,0.0,0.0,0.0,15.2806,44,1
sybil_type3,490,1,1,0.0,0.0,0.0,0.0,0.0,17.0606,45,1
sybil_type3,491,1,1,0.0,0.0,0.0,0.0,0.0,17.1806,45,1
sybil_type3,492,1,1,0.0,0.0,0.0,0.0,0.0,17.6106,45,1
sybil_type3,493,1,1,0.0,0.0,0.0,0.0,0.0,18.3106,43,1
sybil_type3,495,1,1,0.0,0.0,0.0,0.0,0.0,20.0006,42,1
sybil_type3,496,1,1,0.0,0.0,0.0,0.0,0.0,20.1206,42,1
sybil_type3,497,1,1,0.0,0.0,0.0,0.0,0.0,20.5506,42,1
sybil_type3,498,1,1,0.0,0.0,0.0,0.0,0.0,21.2506,46,1
sybil_type3,500,1,1,0.0,0.0,0.0,0.0,0.0,23.0306,44,1
sybil_type3,501,1,1,0.0,0.0,0.0,0.0,0.0,23.1506,44,1
sybil_type3,502,1,1,0.0,0.0,0.0,0.0,0.0,23.5806,44,1
sybil_type3,503,1,1,0.0,0.0,0.0,0.0,0.0,24.2806,44,1
sybil_type3,505,1,1,0.0,0.0,0.0,0.0,0.0,26.0606,45,1
sybil_type3,506,1,1,0.0,0.0,0.0,0.0,0.0,26.1806,45,1
sybil_type3,507,1,1,0.0,0.0,0.0,0.0,0.0,26.6106,45,1
sybil_type3,508,1,1,0.0,0.0,0.0,0.0,0.0,27.3106,43,1
sybil_type3,510,1,1,0.0,0.0,0.0,0.0,0.0,29.0006,42,1
sybil_type3,511,1,1,0.0,0.0,0.0,0.0,0.0,29.1206,42,1
sybil_type3,512,1,1,0.0,0.0,0.0,0.0,0.0,29.5506,42,1
sybil_type3,513,1,1,0.0,0.0,0.0,0.0,0.0,30.2506,46,1
sybil_type3,515,1,1,0.0,0.0,0.0,0.0,0.0,32.0306,44,1
sybil_type3,516,1,1,0.0,0.0,0.0,0.0,0.0,32.1506,44,1
sybil_type3,517,1,1,0.0,0.0,0.0,0.0,0.0,32.5806,44,1
sybil_type3,518,1,1,0.0,0.0,0.0,0.0,0.0,33.2806,44,1
sybil_type3,520,1,1,0.0,0.0,0.0,0.0,0.0,35.0606,45,1
sybil_type3,521,1,1,0.0,0.0,0.0,0.0,0.0,35.1806,45,1
sybil_type3,522,1,1,0.0,0.0,0.0,0.0,0.0,35.6106,45,1
sybil_type3,523,1,1,0.0,0.0,0.0,0.0,0.0,36.3106,43,1
sybil_type3,525,1,1,0.0,0.0,0.0,0.0,0.0,38.0006,42,1
sybil_type3,526,1,1,0.0,0.0,0.0,0.0,0.0,38.1206,42,1
sybil_type3,527,1,1,0.0,0.0,0.0,0.0,0.0,38.5506,42,1
sybil_type3,528,1,1,0.0,0.0,0.0,0.0,0.0,39.2506,46,1
sybil_type3,530,1,1,0.0,0.0,0.0,0.0,0.0,41.0306,44,1
sybil_type3,531,1,1,0.0,0.0,0.0,0.0,0.0,41.1506,44,1
sybil_type3,532,1,1,0.0,0.0,0.0,0.0,0.0,41.5806,44,1
sybil_type3,533,1,1,0.0,0.0,0.0,0.0,0.0,42.2806,44,1
sybil_type3,535,1,1,0.0,0.0,0.0,0.0,0.0,44.0606,45,1
sybil_type3,536,1,1,0.0,0.0,0.0,0.0,0.0,44.1806,45,1
sybil_type3,537,1,1,0.0,0.0,0.0,0.0,0.0,44.6106,45,1
sybil_type3,538,1,1,0.0,0.0,0.0,0.0,0.0,45.3106,43,1
sybil_type3,540,1,1,0.0,0.0,0.0,0.0,0.0,47.0006,42,1
sybil_type3,541,1,1,0.0,0.0,0.0,0.0,0.0,47.1206,42,1
sybil_type3,542,1,1,0.0,0.0,0.0,0.0,0.0,47.5506,42,1
sybil_type3,543,1,1,0.0,0.0,0.0,0.0,0.0,48.2506,46,1
sybil_type3,545,1,1,0.0,0.0,0.0,0.0,0.0,50.0306,44,1
sybil_type3,546,1,1,0.0,0.0,0.0,0.0,0.0,50.1506,44,1
sybil_type3,547,1,1,0.0,0.0,0.0,0.0,0.0,50.5806,44,1
sybil_type3,548,1,1,0.0,0.0,0.0,0.0,0.0,51.2806,44,1
sybil_type3,550,1,1,0.0,0.0,0.0,0.0,0.0,53.0606,45,1
sybil_type3,551,1,1,0.0,0.0,0.0,0.0,0.0,53.1806,45,1
sybil_type3,552,1,1,0.0,0.0,0.0,0.0,0.0,53.6106,45,1
sybil_type3,553,1,1,0.0,0.0,0.0,0.0,0.0,54.3106,43,1
sybil_type3,555,1,1,0.0,0.0,0.0,0.0,0.0,56.0006,42,1
sybil_type3,556,1,1,0.0,0.0,0.0,0.0,0.0,56.1206,42,1
sybil_type3,557,1,1,0.0,0.0,0.0,0.0,0.0,56.5506,42,1
sybil_type3,558,1,1,0.0,0.0,0.0,0.0,0.0,57.2506,46,1
sybil_type3,560,1,1,0.0,0.0,0.0,0.0,0.0,59.0306,45,1
sybil_type3,561,1,1,0.0,0.0,0.0,0.0,0.0,59.1506,45,1
sybil_type3,562,1,1,0.0,0.0,0.0,0.0,0.0,59.5806,45,1
sybil_type3,563,1,1,0.0,0.0,0.0,0.0,0.0,60.2806,46,1
sybil_type3,565,1,1,0.0,0.0,0.0,0.0,0.0,62.0606,45,1
sybil_type3,566,1,1,0.0,0.0,0.0,0.0,0.0,62.1806,45,1
sybil_type3,567,1,1,0.0,0.0,0.0,0.0,0.0,62.6106,45,1
sybil_type3,568,1,1,0.0,0.0,0.0,0.0,0.0,63.3106,45,1
sybil_type3,570,1,1,0.0,0.0,0.0,0.0,0.0,65.0006,41,1
sybil_type3,571,1,1,0.0,0.0,0.0,0.0,0.0,65.1206,41,1
sybil_type3,572,1,1,0.0,0.0,0.0,0.0,0.0,65.5506,41,1
sybil_type3,573,1,1,0.0,0.0,0.0,0.0,0.0,66.2506,48,1
sybil_type3,575,1,1,0.0,0.0,0.0,0.0,0.0,68.0306,42,1
sybil_type3,576,1,1,0.0,0.0,0.0,0.0,0.0,68.1506,42,1
sybil_type3,577,1,1,0.0,0.0,0.0,0.0,0.0,68.5806,42,1
sybil_type3,578,1,1,0.0,0.0,0.0,0.0,0.0,69.2806,46,1
sybil_type3,580,1,1,0.0,0.0,0.0,0.0,0.0,71.0606,44,1
sybil_type3,581,1,1,0.0,0.0,0.0,0.0,0.0,71.1806,44,1
sybil_type3,582,1,1,0.0,0.0,0.0,0.0,0.0,71.6106,44,1
sybil_type3,583,1,1,0.0,0.0,0.0,0.0,0.0,72.3106,45,1
sybil_type3,585,1,1,0.0,0.0,0.0,0.0,0.0,74.0006,40,1
sybil_type3,586,3,0,0.0002000000000066393,0.00010000000000331966,0.0,0.0,14999.999999502052,74.1207,40,1
sybil_type3,587,1,1,0.0,0.0,0.0,0.0,0.0,74.5506,40,1
sybil_type3,588,1,1,0.0,0.0,0.0,0.0,0.0,75.2506,45,1
sybil_type3,590,1,1,0.0,0.0,0.0,0.0,0.0,77.0306,41,1
sybil_type3,591,1,1,0.0,0.0,0.0,0.0,0.0,77.1506,41,1
sybil_type3,592,1,1,0.0,0.0,0.0,0.0,0.0,77.5806,41,1
sybil_type3,593,1,1,0.0,0.0,0.0,0.0,0.0,78.2806,42,1
sybil_type3,595,1,1,0.0,0.0,0.0,0.0,0.0,80.0606,43,1
sybil_type3,596,1,1,0.0,0.0,0.0,0.0,0.0,80.1806,43,1
sybil_type3,597,1,1,0.0,0.0,0.0,0.0,0.0,80.6106,43,1
sybil_type3,598,1,1,0.0,0.0,0.0,0.0,0.0,81.3106,42,1
sybil_type3,600,1,1,0.0,0.0,0.0,0.0,0.0,83.0006,38,1
sybil_type3,601,1,1,0.0,0.0,0.0,0.0,0.0,83.1206,38,1
sybil_type3,602,1,1,0.0,0.0,0.0,0.0,0.0,83.5506,38,1
sybil_type3,603,1,1,0.0,0.0,0.0,0.0,0.0,84.2506,43,1
sybil_type3,605,1,1,0.0,0.0,0.0,0.0,0.0,86.0306,42,1
sybil_type3,606,1,1,0.0,0.0,0.0,0.0,0.0,86.1506,42,1
sybil_type3,607,1,1,0.0,0.0,0.0,0.0,0.0,86.5806,42,1
sybil_type3,608,1,1,0.0,0.0,0.0,0.0,0.0,87.2806,43,1
sybil_type3,610,1,1,0.0,0.0,0.0,0.0,0.0,89.0606,43,1
sybil_type3,611,1,1,0.0,0.0,0.0,0.0,0.0,89.1806,43,1
sybil_type3,612,1,1,0.0,0.0,0.0,0.0,0.0,89.6106,43,1
sybil_type3,613,1,1,0.0,0.0,0.0,0.0,0.0,90.3106,42,1
sybil_type3,615,1,1,0.0,0.0,0.0,0.0,0.0,92.0006,42,1
sybil_type3,616,1,1,0.0,0.0,0.0,0.0,0.0,92.1206,42,1
sybil_type3,617,1,1,0.0,0.0,0.0,0.0,0.0,92.5506,42,1
sybil_type3,618,1,1,0.0,0.0,0.0,0.0,0.0,93.2506,46,1
sybil_type3,620,1,1,0.0,0.0,0.0,0.0,0.0,95.0306,42,1
sybil_type3,621,1,1,0.0,0.0,0.0,0.0,0.0,95.1506,42,1
sybil_type3,622,1,1,0.0,0.0,0.0,0.0,0.0,95.5806,42,1
sybil_type3,623,1,1,0.0,0.0,0.0,0.0,0.0,96.2806,42,1
sybil_type3,625,1,1,0.0,0.0,0.0,0.0,0.0,98.0606,43,1
sybil_type3,626,1,1,0.0,0.0,0.0,0.0,0.0,98.1806,43,1
sybil_type3,627,1,1,0.0,0.0,0.0,0.0,0.0,98.6106,43,1
sybil_type3,628,1,1,0.0,0.0,0.0,0.0,0.0,99.3106,42,1
sybil_type3,630,1,1,0.0,0.0,0.0,0.0,0.0,101.001,42,1
sybil_type3,631,1,1,0.0,0.0,0.0,0.0,0.0,101.121,42,1
sybil_type3,632,1,1,0.0,0.0,0.0,0.0,0.0,101.551,42,1
sybil_type3,633,1,1,0.0,0.0,0.0,0.0,0.0,102.251,46,1
sybil_type3,635,1,1,0.0,0.0,0.0,0.0,0.0,104.031,44,1
sybil_type3,636,1,1,0.0,0.0,0.0,0.0,0.0,104.151,44,1
sybil_type3,637,1,1,0.0,0.0,0.0,0.0,0.0,104.581,44,1
sybil_type3,638,1,1,0.0,0.0,0.0,0.0,0.0,105.281,46,1
sybil_type3,640,1,1,0.0,0.0,0.0,0.0,0.0,107.061,45,1
sybil_type3,641,1,1,0.0,0.0,0.0,0.0,0.0,107.181,45,1
sybil_type3,642,1,1,0.0,0.0,0.0,0.0,0.0,107.611,45,1
sybil_type3,643,1,1,0.0,0.0,0.0,0.0,0.0,108.311,45,1
sybil_type3,645,1,1,0.0,0.0,0.0,0.0,0.0,110.001,42,1
sybil_type3,646,1,1,0.0,0.0,0.0,0.0,0.0,110.121,42,1
sybil_type3,647,1,1,0.0,0.0,0.0,0.0,0.0,110.551,42,1
sybil_type3,648,1,1,0.0,0.0,0.0,0.0,0.0,111.251,48,1
